鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
中壢區,房地(土地+建物),桃園市中壢區興勇街75巷1~30號,61.0,住,,,1081206,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0610814,102.82,2,2,2,有,無,7700000,74888,,0.0,0,,RPPPMLPKKHPFFBH48CA
中壢區,房地(土地+建物)+車位,桃園市中壢區永裕路61~90號,15.97,住,,,1081223,土地1建物1車位1,二十一層,二十二層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1050628,132.42000000000002,2,1,1,有,有,8600000,64945,坡道平面,32.24,0,,RPPOMLMKKHPFFBH08CA
中壢區,房地(土地+建物)+車位,桃園市中壢區高鐵南路二段331~360號,11.79,商,,,1081112,土地2建物1車位1,二十五層,二十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1080329,116.21000000000001,0,0,0,無,有,9600000,106101,坡道平面,40.81,1600000,,RPSNMLRKKHPFFBH78CA
中壢區,房地(土地+建物)+車位,桃園市中壢區高鐵南路二段331~360號,16.84,商,,,1081115,土地2建物1車位1,二十五層,二十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1080329,148.08999999999997,2,1,1,有,有,12900000,106264,坡道平面,40.81,1500000,,RPVNMLRKKHPFFBH09CA
中壢區,房地(土地+建物)+車位,桃園市中壢區高鐵南路二段331~360號,13.48,商,,,1080701,土地2建物1車位1,十五層,二十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1080329,120.28,0,0,0,無,有,9550000,101296,坡道平面,40.81,1500000,,RPXNMLRKKHPFFBH66CA
中壢區,房地(土地+建物)+車位,桃園市中壢區高鐵南路二段331~360號,18.53,商,,,1081115,土地2建物1車位1,七層,二十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1080329,172.14,2,1,2,有,有,14480000,98835,坡道平面,40.81,1500000,,RPPOMLRKKHPFFBH58CA
中壢區,房地(土地+建物),桃園市中壢區高鐵南路二段361~390號,8.42,商,,,1081112,土地2建物1車位0,九層,二十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1080329,65.97,0,0,0,無,有,7100000,107625,,0.0,0,,RPROMLRKKHPFFBH78CA
中壢區,房地(土地+建物),桃園市中壢區高鐵南路二段361~390號,8.42,商,,,1080718,土地2建物1車位0,二十二層,二十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1080329,65.95,0,0,0,無,有,7200000,109174,,0.0,0,,RPTOMLRKKHPFFBH98CA
中壢區,房地(土地+建物)+車位,桃園市中壢區高鐵南路二段331~360號,11.79,商,,,1081123,土地2建物1車位1,二十四層,二十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1080329,116.78,0,0,0,無,有,9710000,108069,坡道平面,40.81,1500000,,RPPRMLRKKHPFFBH88CA
中壢區,房地(土地+建物),桃園市中壢區九和三街1~30號,15.41,住,,,1081231,土地1建物1車位0,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0870804,131.09,4,2,2,有,有,9000000,68655,,0.0,0,,RPRRNLRKKHPFFBH56CA
中壢區,車位,桃園市中壢區六和路61~90號,1.36,住,,,1081227,土地0建物0車位1,,,其他,,,,37.34,0,0,0,有,有,1800000,,坡道平面,0.0,0,,RPSRNLRKKHPFFBH66CA
大溪區,土地,溪崁段1381~1410地號,2671.7,,風景區,農牧用地,1081204,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,23500000,8796,,0.0,0,,RPSNMLMLJHPFFCH38CA
大溪區,房地(土地+建物),桃園市大溪區新興街16巷3弄1~30號,66.84,住,,,1081213,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0680110,140.0,2,1,2,有,無,2600000,18571,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPQNMLKMJHPFFCH08CA
大溪區,房地(土地+建物),桃園市大溪區介壽路1~30號,71.2,商,,,1090111,土地3建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0700720,97.76,3,2,1,有,無,3300000,33756,,0.0,0,,RPPOMLKMJHPFFCH08CA
龍潭區,房地(土地+建物),桃園市龍潭區民強街31~60號,14.97,其他,,,1090116,土地2建物1車位0,八層,十四層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0870407,53.59,1,1,1,有,有,2200000,41052,,0.0,0,含增建或未登記建物。;,RPXNMLLMJHPFFCH88CA
龍潭區,房地(土地+建物),桃園市龍潭區聖亭路211~240號,20.23,,鄉村區,乙種建築用地,1081229,土地1建物1車位0,一層,六層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1030207,73.35,2,2,1,有,無,3000000,40900,,0.0,0,,RPPOMLLMJHPFFCH18CA
龍潭區,房地(土地+建物),桃園市龍潭區竹龍路47巷1~30號,25.06,,鄉村區,特定目的事業用地,1081228,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0710706,84.35,3,1,1,有,無,1900000,22525,,0.0,0,,RPQOMLLMJHPFFCH28CA
